final_prism_id,event_id,state,latitude,longitude,elevation_m,slope_deg,aspect_deg,curvature,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,land_cover,ndvi,soil_type,distance_to_river_m,distance_to_road_m,landslide,monsoon_phase,severity_class,is_fatal,reliability_score,source,prism_record_id,record_type,landslide_id,location_id,district,source_state_code,source_district_code,location,locality_nh_sh,toposheet_no,coordinate_quality_flag,history,material_type,type_of_movement,rate_of_movement,activity,distribution,style,failure_mechanism,scar_length_m,scar_length_m_raw,length_m,length_m_raw,width_m,width_m_raw,height_m,height_m_raw,runout_distance_m,runout_distance_m_raw,depth_m,depth_m_raw,volume_m3,volume_m3_raw,landslide_area_m2,landslide_area_m2_raw,geomorphology,geology,structure_data,land_use_land_cover,hydrological_condition,rainfall_mm,triggering_factor,geo_scientific_causes,remedial_measures,fatalities,fatalities_raw,people_affected,people_affected_raw,livestock_loss,livestock_loss_raw,damage_communication,damage_infrastructure,agriculture_forest_barren,geomorphological_process,geomorphological_form,weathering,rock_characteristic,overburden_type,overburden_thickness_m,land_use_type,erosion,slope_susceptibility_assessment,qualitative_risk_assessment,landslide_label,spatial_scale,source_page,northeast_region,dataset_origin,record_provenance,synthetic_record,data_role,source_dataset,observed_status,label_fill_source,environmental_data_status,external_enrichment_policy
PRISM_FINAL_005480,3001475.0,Sikkim,27.287427584508222,88.00804103209596,578.3373780576926,15.764820845009694,261.3890813978989,0.4345684081295398,44.50490361130008,106.18556814526404,226.04068002450737,Open Forest,0.4490303011663601,Loam,1666.5878494313138,430.7267648776876,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005481,3002713.0,Assam,24.333443437063814,91.15610956032282,3028.7634474515253,23.2048543941346,343.26821871558315,-0.5208498860972067,30.796886470164505,84.21852996056253,167.19712567817183,Dense Forest,0.743177751511583,Sandy Loam,391.3888255477116,406.2597848729998,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005482,3002557.0,Sikkim,27.10226467981585,88.21002846732853,40.0,16.04699873685832,223.54106166317607,0.0350789772769106,36.54339308597859,100.62493125192118,180.33119662474272,Dense Forest,0.3278215561942939,Laterite,901.0247018935688,255.6210867471089,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005483,3001692.0,Assam,26.498547397649645,92.70156944736588,1059.507553216731,7.148376950965372,30.2653154734675,-0.2394988382290033,107.26804647416316,280.2072018184228,549.2214936718105,Dense Forest,0.6569117525120528,Laterite,535.9102495819069,319.9923079424386,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005484,3001172.0,Manipur,25.435811254420564,93.2527589819787,894.4557125756853,12.582576887143382,228.16144495543307,-1.027913748105028,13.206202375932804,57.76096344297907,132.76012029064916,Barren/Degraded,0.4078318373932323,Rocky/Skeletal,979.608073942538,735.9778671578346,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005485,3000895.0,Mizoram,24.2976775947004,92.37450533627296,40.0,26.04703820503168,299.0192848730653,-0.8435868408152893,18.591787962396523,46.9154343592391,83.28736064438988,Dense Forest,0.95,Rocky/Skeletal,1769.3841943215405,564.9497579057592,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005486,3002690.0,Assam,25.41079704343892,93.62037663621466,1543.1265884118227,17.67241798942839,316.3451521598627,-0.272426404697362,12.185432232120306,24.176322049424527,54.00537536736076,Open Forest,0.3209065973001427,Rocky/Skeletal,505.5201713502564,322.9971016872742,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005487,3002133.0,Manipur,24.369153427854904,93.07605810867244,1808.7284905450613,23.629081738953342,34.27199661498,-1.0575812866780905,55.29081227520966,144.6509728445902,312.0156546728591,Dense Forest,0.5305693559936838,Clay Loam,281.8421374650794,268.79370681970653,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005488,3003059.0,Manipur,24.580612683395547,93.61884147574914,2016.812964228716,16.887061451912103,146.79133985844504,0.1881713945999702,15.007543151513657,52.46194494747105,93.4201992892077,Dense Forest,0.4700165617544956,Loam,221.5222608820952,327.8081372251059,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005489,3002029.0,Tripura,24.51965374954036,92.28087667609098,1977.3990163236583,6.696080408125591,226.6846338471412,-0.3020598075063332,44.61103687380596,150.55986987091384,305.2906620430245,Open Forest,0.6758564425860812,Sandy Loam,982.0902778854048,2076.2190451984275,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005490,3003524.0,Mizoram,24.158789348288657,93.46586752778288,1296.9099876951966,7.784275577114682,350.67751246858427,-0.0214676908077792,47.69099525579962,127.6889561892107,271.506828132909,Barren/Degraded,0.5183571646404219,Rocky/Skeletal,371.38259711792665,916.198095759358,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005491,3002568.0,Mizoram,22.77131549345779,92.55140020385812,1435.3585130909362,14.662967317470578,333.9975370686216,-0.1031237849131136,10.174926212063967,23.58400145085478,45.1333291052241,Dense Forest,0.1196829399190279,Loam,1307.7241398620288,84.52840102088841,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005492,3001796.0,Sikkim,27.713589715734265,88.66119576963344,658.5666964877412,17.58445093191112,118.56071984273272,-0.3862178184232422,23.542383134234008,43.491773559988566,71.74779930293121,Dense Forest,0.736924242688044,Silty Clay,420.2202400952265,261.2167989503113,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005493,3001064.0,Sikkim,27.30350571351842,88.20683924963511,1317.915093285875,10.730373335413027,190.1361632723262,-0.5288295230067747,55.698363107947074,155.45879791453376,295.69936287303454,Shrubland,0.7962216440524018,Rocky/Skeletal,663.344601247392,1270.540079059885,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005494,3000701.0,Sikkim,27.95334828372057,88.59362051327398,2151.286222795399,14.872198355736511,232.5832654029113,0.4900845082556445,1.0,11.474610429720428,5.0,Open Forest,0.5575524142521548,Sandy Loam,300.66459200993734,248.62682620421785,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005495,3001076.0,Assam,24.16072969142807,92.95687870849706,1895.2787971157943,11.338930562070294,103.59502522411591,-0.158701048206759,23.83706612535371,71.67083409388854,162.49458815047328,Dense Forest,0.6602592059870421,Laterite,365.71973441227874,245.2258947719056,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005497,3002031.0,Assam,25.20497085390352,90.17539118048272,2311.4293812225,38.28614547351587,249.71142824130047,0.0314884056204716,7.276393618563159,38.75233322649464,31.108438000570672,Open Forest,0.5417368386654037,Rocky/Skeletal,676.9383284571278,622.3552556129553,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005498,3000733.0,Manipur,25.16197444826824,93.23957030542338,1016.904334651623,32.26811019834044,295.7693872377085,0.3407675794015918,21.46918556313878,56.38516327195302,133.70758106211872,Dense Forest,0.4099930054837701,Loam,1186.056142039419,318.9612560264249,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005499,3001654.0,Mizoram,22.764192931110045,93.39884019519944,1289.137836347645,8.915923622524069,269.38699281612486,-0.1116967411017541,4.79113443616742,22.22178274855261,42.39396667774158,Shrubland,0.5413408049932561,Rocky/Skeletal,501.4192504166325,144.87024868734557,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005500,3002852.0,Sikkim,27.65351018428077,88.73201740319618,40.0,4.370481325109614,109.29976590081948,0.4085385143728728,8.003386778153466,36.21752935007937,53.93589719875566,Dense Forest,0.6339872890141744,Clay Loam,407.0254433918246,386.1250882471255,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005501,3001713.0,Mizoram,23.90830199833384,92.84043997738104,169.84490335317878,13.468382160354793,78.68179114676957,-0.4958512845870859,51.67512153433859,148.17828587169132,291.5294717637797,Dense Forest,0.7778723418811465,Rocky/Skeletal,549.4715713749308,1671.4231304371824,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005502,3000666.0,Sikkim,27.718582619653443,88.73583747706087,632.8173161932382,12.483784944106356,129.07252961009263,0.1637347112671872,20.811617793983928,45.36362009384614,95.79176307770597,Cropland,0.7482406377884833,Sandy Loam,631.224534396897,124.6741571800408,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005503,3000459.0,Assam,25.663093944057184,91.00532999646848,2118.93658321615,15.59640137553997,2.3872376832170783,0.0540481021966666,9.361182413922492,40.033110744378966,72.80226653458436,Cropland,0.7359738742124198,Sandy Loam,285.5481647938534,452.3515911322594,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005505,3002394.0,Assam,25.80089984822952,92.37451432192692,1646.175319878835,6.562450888941385,354.1713714581668,0.4066920424852697,6.668906837924427,26.96504786252691,39.81644198864238,Dense Forest,0.4282220795477807,Laterite,1266.9593543918206,336.7556445685913,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005506,3000658.0,Mizoram,23.314655958895592,93.26869360239962,332.32245970714155,32.54778172593535,166.21927703247715,-0.5188300631546978,35.72489265750888,129.66860424135498,288.231785379008,Open Forest,0.4688154020190304,Rocky/Skeletal,1327.5621045104494,1292.9324566574385,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005507,3001446.0,Sikkim,27.755299218073784,88.02843655139338,1257.989021574972,18.62236310734188,272.9210242536576,0.9025685954798208,18.794125840390485,42.086333830276025,78.79651006774587,Dense Forest,0.6957501165263152,Sandy Loam,266.0209981755295,674.465439494503,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005508,3001044.0,Manipur,25.20385955595349,93.60576614234684,1639.414348093365,32.08484849585703,342.554452958774,0.3647365507866832,31.12001717071276,82.59065038065619,168.1165579608145,Open Forest,0.5024237614844737,Sandy Loam,971.762343404491,610.4950759866789,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_005509,3000078.0,Sikkim,27.69399473098173,88.42032749720236,1481.4748576671682,26.3827895470724,193.6920380775032,1.026136158693556,1.0,28.635816138785568,53.09384786238515,Open Forest,0.5413712582567232,Laterite,1524.4956702142936,314.33754970321843,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
